Unit Model,Project,Unit Type,Unit Numbers,Num Bedrooms,Num Bathrooms,Interior Square Ft,Exterior Square Ft,Price,AVG PSF,Floor Plan,Facing Direction,Exterior Type
Model 3F-1 (The City To...,Yonge City Square Condos,Suite,,3.5 Bed,3 Bath,1122 sq.ft,,,,,NorthWest,
Model 3? (The Park Towe...,Yonge City Square Condos,Suite,,3.5 Bed,3.5 Bath,1154 sq.ft,,,,,West,
2B+D 917 - Terrace Coll...,Galleria 03 Condos,Suite,,2.5 Bed,2 Bath,917 sq.ft,,"$1,149,900",,,North West,
3B 973 - Terrace Collec...,Galleria 03 Condos,Suite,,3 Bed,2 Bath,973 sq.ft,,"$1,103,900",,,South West,
3B 975,Galleria 03 Condos,Suite,,3 Bed,2 Bath,975 sq.ft,,"$1,151,900",,,West,
3B 994,Galleria 03 Condos,Suite,,3 Bed,2 Bath,994 sq.ft,,"$1,239,900",,,South East,
3B 1018 W - Terrace Col...,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1018 sq.ft,,"$1,201,900",,,West,
2B 1046,Galleria 03 Condos,Suite,,2 Bed,2 Bath,1046 sq.ft,,"$1,229,900",,,North,
3B+D 1110,Galleria 03 Condos,Suite,,3.5 Bed,2 Bath,1110 sq.ft,,"$1,321,900",,,North West,
3B 1225 - Terrace Colle...,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1225 sq.ft,,"$1,463,900",,,NorthSouthEast,
3B 1250 W - Terrace Col...,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1250 sq.ft,,"$1,591,900",,,West,
3B 1250 S - Terrace Col...,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1250 sq.ft,,"$1,501,900",,,South West,
3B 1426-E - Terrace Col...,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1426 sq.ft,,"$1,999,900",,,North EastSouth East,
S 395,Galleria 03 Condos,Suite,,0 Bed,1 Bath,395 sq.ft,,,,,North,
S 395,Galleria 03 Condos,Suite,,0 Bed,1 Bath,395 sq.ft,,,,,North,
S 416-S,Galleria 03 Condos,Suite,,0 Bed,1 Bath,416 sq.ft,,,,,South,
1B 420,Galleria 03 Condos,Suite,,1 Bed,1 Bath,420 sq.ft,,,,,East,
1B 431,Galleria 03 Condos,Suite,,1 Bed,1 Bath,431 sq.ft,,,,,East,
1B 441,Galleria 03 Condos,Suite,,1 Bed,1 Bath,441 sq.ft,,,,,East,
1B 444,Galleria 03 Condos,Suite,,1 Bed,1 Bath,444 sq.ft,,,,,East,
1B 452,Galleria 03 Condos,Suite,,1 Bed,1 Bath,452 sq.ft,,,,,East,
1B 462,Galleria 03 Condos,Suite,,1 Bed,1 Bath,462 sq.ft,,,,,East,
1B 472,Galleria 03 Condos,Suite,,1 Bed,1 Bath,472 sq.ft,,,,,North,
1B 473,Galleria 03 Condos,Suite,,1 Bed,1 Bath,473 sq.ft,,,,,North,
1B+F 508,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,508 sq.ft,,,,,North,
1B 517,Galleria 03 Condos,Suite,,1 Bed,1 Bath,517 sq.ft,,,,,West,
1B 517 - Terrace Collec...,Galleria 03 Condos,Suite,,1 Bed,1 Bath,517 sq.ft,,,,,West,
1B+D 543,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,543 sq.ft,,,,,West,
1B+D 544,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,544 sq.ft,,,,,West,
1B+F 553,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,553 sq.ft,,,,,North,
1B 555,Galleria 03 Condos,Suite,,1 Bed,1 Bath,555 sq.ft,,,,,West,
1B+F 556,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,556 sq.ft,,,,,North,
1B+F 605-N - Terrace Co...,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,605 sq.ft,,,,,North,
1B+F 606,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,606 sq.ft,,,,,West,
1B+F 606 - Terrace Coll...,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,606 sq.ft,,,,,West,
1B+F 607,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,607 sq.ft,,,,,North,
1B+F 609,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,609 sq.ft,,,,,West,
1B+F 619,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,619 sq.ft,,,,,East,
1B+F 623,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,623 sq.ft,,,,,West,
1B+F 631,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,631 sq.ft,,,,,East,
1B+F 637,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,637 sq.ft,,,,,North,
1B+F 637 - Terrace Coll...,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,637 sq.ft,,,,,North,
2B 643,Galleria 03 Condos,Suite,,2 Bed,2 Bath,643 sq.ft,,,,,North,
1B+F 653-S - Terrace Co...,Galleria 03 Condos,Suite,,1.5 Bed,1 Bath,653 sq.ft,,,,,South,
2B 655 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,655 sq.ft,,,,,West,
2B 655,Galleria 03 Condos,Suite,,2 Bed,2 Bath,655 sq.ft,,,,,West,
1B+F 657,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,657 sq.ft,,,,,North,
2B 661,Galleria 03 Condos,Suite,,2 Bed,2 Bath,661 sq.ft,,,,,West,
2B 661 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,661 sq.ft,,,,,West,
2B 669,Galleria 03 Condos,Suite,,2 Bed,2 Bath,669 sq.ft,,,,,North,
2B 670,Galleria 03 Condos,Suite,,2 Bed,2 Bath,670 sq.ft,,,,,South,
2B 670,Galleria 03 Condos,Suite,,2 Bed,2 Bath,670 sq.ft,,,,,South,
2B 674 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,674 sq.ft,,,,,North,
2B 674,Galleria 03 Condos,Suite,,2 Bed,2 Bath,674 sq.ft,,,,,North,
2B 675,Galleria 03 Condos,Suite,,2 Bed,2 Bath,675 sq.ft,,,,,North,
2B 681 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,681 sq.ft,,,,,South East,
2B 682,Galleria 03 Condos,Suite,,2 Bed,2 Bath,682 sq.ft,,,,,South,
2B 682 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,682 sq.ft,,,,,South,
2B 691,Galleria 03 Condos,Suite,,2 Bed,2 Bath,691 sq.ft,,,,,North,
2B 693,Galleria 03 Condos,Suite,,2 Bed,2 Bath,693 sq.ft,,,,,South,
1B+F 721,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,721 sq.ft,,,,,West,
2B 732,Galleria 03 Condos,Suite,,2 Bed,2 Bath,732 sq.ft,,,,,South,
2B 733 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,733 sq.ft,,,,,South East,
2B 737,Galleria 03 Condos,Suite,,2 Bed,2 Bath,737 sq.ft,,,,,North,
2B 739 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,739 sq.ft,,,,,East,
2B 746 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,746 sq.ft,,,,,South,
2B 746,Galleria 03 Condos,Suite,,2 Bed,2 Bath,746 sq.ft,,,,,South,
2B 747,Galleria 03 Condos,Suite,,2 Bed,2 Bath,747 sq.ft,,,,,North,
1B+F 773-S - Terrace Co...,Galleria 03 Condos,Suite,,1.5 Bed,2 Bath,773 sq.ft,,,,,South,
2B 786,Galleria 03 Condos,Suite,,2 Bed,2 Bath,786 sq.ft,,,,,North West,
2B+D 822,Galleria 03 Condos,Suite,,2.5 Bed,2 Bath,822 sq.ft,,,,,North,
2B 825,Galleria 03 Condos,Suite,,2 Bed,2 Bath,825 sq.ft,,,,,South East,
2B 843,Galleria 03 Condos,Suite,,2 Bed,2 Bath,843 sq.ft,,,,,South West,
2B+D 854,Galleria 03 Condos,Suite,,2.5 Bed,2 Bath,854 sq.ft,,,,,West,
2B+D 859,Galleria 03 Condos,Suite,,2.5 Bed,2 Bath,859 sq.ft,,,,,South,
2B+D 866-N - Terrace Co...,Galleria 03 Condos,Suite,,2.5 Bed,2 Bath,866 sq.ft,,,,,North,
2B 905,Galleria 03 Condos,Suite,,2 Bed,2 Bath,905 sq.ft,,,,,South West,
2B+D 917,Galleria 03 Condos,Suite,,2.5 Bed,2 Bath,917 sq.ft,,,,,North West,
2B+D 920 - Terrace Coll...,Galleria 03 Condos,Suite,,2.5 Bed,2 Bath,920 sq.ft,,,,,East,
2B 955 - Terrace Collec...,Galleria 03 Condos,Suite,,2 Bed,2 Bath,955 sq.ft,,,,,South West,
3B 1077 W - Terrace Col...,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1077 sq.ft,,,,,South West,
3B+D 1110 - Terrace Col...,Galleria 03 Condos,Suite,,3.5 Bed,2 Bath,1110 sq.ft,,,,,North West,
3B 1184,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1184 sq.ft,,,,,South East,
3B-1225-SE,Galleria 03 Condos,Suite,,3 Bed,2 Bath,1225 sq.ft,,,,,NorthSouthEast,
The Clyde,Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,2321 sq.ft,,"$2,700,000",,,South East,
The Glengarry,Empire Maven Condos,Suite,,1.5 Bed,1 Bath,701 sq.ft,,,,,South,
The Felbrigg,Empire Maven Condos,Suite,,2 Bed,2 Bath,1070 sq.ft,,,,,NorthWest,
The Haddington,Empire Maven Condos,Suite,,2 Bed,2 Bath,1137 sq.ft,,,,,South,
The Deloraine,Empire Maven Condos,Suite,,2 Bed,2 Bath,1205 sq.ft,,,,,NorthWest,
The Mason,Empire Maven Condos,Suite,,2.5 Bed,2 Bath,1290 sq.ft,,,,,North,
The Ridley,Empire Maven Condos,Suite,,2.5 Bed,2 Bath,1339 sq.ft,,,,,West,
The Woburn (Penthouse),Empire Maven Condos,Suite,,2 Bed,2 Bath,1575 sq.ft,,,,,West,
The Roslin,Empire Maven Condos,Suite,,2 Bed,3 Bath,1590 sq.ft,,,,,South,
The Orchard,Empire Maven Condos,Suite,,2 Bed,3 Bath,1680 sq.ft,,,,,East,
The Rosewell,Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,1685 sq.ft,,,,,West,
The Bedford,Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,1690 sq.ft,,,,,South West,
The Cranbrooke (Penthouse),Empire Maven Condos,Suite,,2 Bed,2.5 Bath,1692 sq.ft,,,,,West,
The Greer,Empire Maven Condos,Suite,,2 Bed,2.5 Bath,1773 sq.ft,,,,,East,
The Dunblaine,Empire Maven Condos,Suite,,2 Bed,2.5 Bath,1812 sq.ft,,,,,NorthWest,
The Teddington,Empire Maven Condos,Suite,,3 Bed,3 Bath,1885 sq.ft,,,,,West,
The McGillvray,Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,1916 sq.ft,,,,,North,
The Joicey,Empire Maven Condos,Suite,,2 Bed,2.5 Bath,1920 sq.ft,,,,,NorthWest,
The Ledbury,Empire Maven Condos,Suite,,2.5 Bed,3 Bath,2060 sq.ft,,,,,South,
The Glencairn,Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,2100 sq.ft,,,,,West,
The Strathallan,Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,2166 sq.ft,,,,,North,
The Ranleigh,Empire Maven Condos,Suite,,3 Bed,3 Bath,2205 sq.ft,,,,,West,
The Fairlawn (Penthouse),Empire Maven Condos,Suite,,3.5 Bed,3.5 Bath,2234 sq.ft,,,,,East,
The Carmichael,Empire Maven Condos,Suite,,3 Bed,3 Bath,2310 sq.ft,,,,,North EastSouth East,
The Mildenhall,Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,2368 sq.ft,,,,,South West,
The Doncliffe,Empire Maven Condos,Suite,,3 Bed,3 Bath,2530 sq.ft,,,,,North EastSouth East,
The Germain (Penthouse),Empire Maven Condos,Suite,,2.5 Bed,2.5 Bath,2531 sq.ft,,,,,North West,
B-01,Cielo Condos,Suite,,1 Bed,1 Bath,445 sq.ft,,"$1,253,000",,,East,
F-04,Cielo Condos,Suite,,2 Bed,2 Bath,694 sq.ft,,"$1,730,000",,,North West,
F-07,Cielo Condos,Suite,,2 Bed,2 Bath,743 sq.ft,,"$1,720,000",,,North East,
Huron (G-09),Cielo Condos,Suite,,2.5 Bed,2 Bath,852 sq.ft,,"$1,890,000",,,North,
Bedford (2501),Cielo Condos,Suite,,3 Bed,2 Bath,1104 sq.ft,,"$2,504,000",,,South West,
Bedford (2701),Cielo Condos,Suite,,3 Bed,2 Bath,1104 sq.ft,,"$2,524,000",,,South East,
Madison (2708),Cielo Condos,Suite,,3 Bed,2 Bath,1113 sq.ft,,"$2,659,000",,,South West,
Admiral (UPH01),Cielo Condos,Suite,,3 Bed,3 Bath,1536 sq.ft,,"$4,785,000",,,NorthSouthEast,
B-02,Cielo Condos,Suite,,1 Bed,1 Bath,453 sq.ft,,,,,East,
B-04,Cielo Condos,Suite,,1 Bed,1 Bath,472 sq.ft,,,,,South,
B-07,Cielo Condos,Suite,,1 Bed,1 Bath,476 sq.ft,,,,,North,
B-08,Cielo Condos,Suite,,1 Bed,1 Bath,489 sq.ft,,,,,South,
C-01,Cielo Condos,Suite,,1.5 Bed,1 Bath,498 sq.ft,,,,,West,
C-04,Cielo Condos,Suite,,1.5 Bed,1 Bath,509 sq.ft,,,,,West,
C-05,Cielo Condos,Suite,,1.5 Bed,1 Bath,510 sq.ft,,,,,West,
D-02,Cielo Condos,Suite,,1.5 Bed,1.5 Bath,597 sq.ft,,,,,North,
F-03,Cielo Condos,Suite,,2 Bed,2 Bath,691 sq.ft,,,,,South West,
G-03,Cielo Condos,Suite,,2 Bed,2 Bath,716 sq.ft,,,,,SouthWest,
Bernard,Cielo Condos,Suite,,2.5 Bed,2 Bath,726 sq.ft,,,,,East,
F-05,Cielo Condos,Suite,,2 Bed,2 Bath,747 sq.ft,,,,,SouthEast,
Walmer,Cielo Condos,Suite,,2.5 Bed,2 Bath,753 sq.ft,,,,,South,
F-08,Cielo Condos,Suite,,2 Bed,2 Bath,760 sq.ft,,,,,NorthWest,
F-06,Cielo Condos,Suite,,2 Bed,2 Bath,760 sq.ft,,,,,NorthEast,
Lowther,Cielo Condos,Suite,,2.5 Bed,2 Bath,769 sq.ft,,,,,West,
Kendal,Cielo Condos,Suite,,3 Bed,3 Bath,1062 sq.ft,,,,,NorthWest,
Bedford,Cielo Condos,Suite,,3 Bed,2 Bath,1104 sq.ft,,,,,SouthEast,
Madison,Cielo Condos,Suite,,3 Bed,2 Bath,1113 sq.ft,,,,,SouthWest,
Madison (2608),Cielo Condos,Suite,,3 Bed,2 Bath,1113 sq.ft,,,,,South West,
Brunswick,Cielo Condos,Suite,,3 Bed,2 Bath,1163 sq.ft,,,,,NorthEast,
1B-35,The Keeley Condos,Suite,,1.5 Bed,1 Bath,524 sq.ft,,"$799,990",,,South,
1B-55,The Keeley Condos,Suite,,1 Bed,1 Bath,598 sq.ft,,"$899,990",,,North West,
1B-01,The Keeley Condos,Suite,,1.5 Bed,1.5 Bath,622 sq.ft,,"$899,990",,,North,
2B-43,The Keeley Condos,Suite,,2 Bed,2 Bath,765 sq.ft,,"$1,078,990",,,NorthEast,
2B-24,The Keeley Condos,Suite,,2.5 Bed,2 Bath,791 sq.ft,,"$1,059,990",,,SouthWest,
2B-23,The Keeley Condos,Suite,,2 Bed,2 Bath,840 sq.ft,,"$1,134,990",,,East,
2B-77,The Keeley Condos,Suite,,2 Bed,2 Bath,871 sq.ft,,"$1,119,990",,,South East,
2B-35,The Keeley Condos,Suite,,2 Bed,2 Bath,893 sq.ft,,"$1,199,990",,,East,
2B-09,The Keeley Condos,Suite,,2 Bed,2 Bath,953 sq.ft,,"$1,298,990",,,NorthSouthWest,
2B-73,The Keeley Condos,Suite,,2 Bed,2.5 Bath,991 sq.ft,,"$1,199,990",,,South,
2B-75,The Keeley Condos,Suite,,2.5 Bed,2 Bath,1008 sq.ft,,"$1,239,990",,,NorthWest,
3B-03,The Keeley Condos,Suite,,3 Bed,2.5 Bath,1103 sq.ft,,"$1,379,990",,,SouthEast,
3B-09,The Keeley Condos,Suite,,3.5 Bed,2 Bath,1132 sq.ft,,"$1,499,990",,,NorthWest,
3B-08-BF,The Keeley Condos,Suite,,3 Bed,2 Bath,1150 sq.ft,,"$1,599,990",,,NorthWest,
3B-06,The Keeley Condos,Suite,,3 Bed,2 Bath,1166 sq.ft,,"$1,499,990",,,SouthWest,
3B-04,The Keeley Condos,Suite,,3 Bed,2.5 Bath,1219 sq.ft,,"$1,439,990",,,SouthWest,
TH-08,The Keeley Condos,Suite,,2.5 Bed,2.5 Bath,1254 sq.ft,,"$1,529,990",,,North,
TH-09 (Townhome),The Keeley Condos,Suite,,2.5 Bed,2.5 Bath,1264 sq.ft,,"$1,559,990",,,North,
TH-23 (Townhome),The Keeley Condos,Suite,,2.5 Bed,2.5 Bath,1331 sq.ft,,"$1,629,990",,,South,
JR-07A,The Keeley Condos,Suite,,0 Bed,1 Bath,347 sq.ft,,,,,South,
JR-07B / JR-07A,The Keeley Condos,Suite,,0 Bed,1 Bath,368 sq.ft,,,,,South,
JR-01-BF,The Keeley Condos,Suite,,0 Bed,1 Bath,388 sq.ft,,,,,East,
JR-01-BF,The Keeley Condos,Suite,,0 Bed,1 Bath,389 sq.ft,,,,,East,
1B-63,The Keeley Condos,Suite,,1 Bed,1 Bath,407 sq.ft,,,,,East,
JR-03,The Keeley Condos,Suite,,0 Bed,1 Bath,417 sq.ft,,,,,North,
1B-56,The Keeley Condos,Suite,,1 Bed,1 Bath,431 sq.ft,,,,,West,
1B-70,The Keeley Condos,Suite,,1 Bed,1 Bath,434 sq.ft,,,,,West,
1B-64,The Keeley Condos,Suite,,1 Bed,1 Bath,446 sq.ft,,,,,NorthEast,
JR-04,The Keeley Condos,Suite,,0 Bed,1 Bath,454 sq.ft,,,,,North,
1B-20,The Keeley Condos,Suite,,1 Bed,1 Bath,478 sq.ft,,,,,North,
1B-10,The Keeley Condos,Suite,,1 Bed,1 Bath,479 sq.ft,,,,,North,
1B-34,The Keeley Condos,Suite,,1 Bed,1 Bath,483 sq.ft,,,,,West,
1B-34,The Keeley Condos,Suite,,1 Bed,1 Bath,489 sq.ft,,,,,West,
1B-65,The Keeley Condos,Suite,,1 Bed,1 Bath,490 sq.ft,,,,,East,
1B-60,The Keeley Condos,Suite,,1 Bed,1 Bath,492 sq.ft,,,,,North,
1B-68,The Keeley Condos,Suite,,1 Bed,1 Bath,497 sq.ft,,,,,South,
1B-62,The Keeley Condos,Suite,,1 Bed,1 Bath,511 sq.ft,,,,,NorthEast,
1B-04,The Keeley Condos,Suite,,1 Bed,1 Bath,519 sq.ft,,,,,West,
1B-51,The Keeley Condos,Suite,,1 Bed,1 Bath,524 sq.ft,,,,,SouthEast,
1B-07,The Keeley Condos,Suite,,1 Bed,1 Bath,527 sq.ft,,,,,North,
1B-22,The Keeley Condos,Suite,,1 Bed,1 Bath,527 sq.ft,,,,,North,
1B-54,The Keeley Condos,Suite,,1 Bed,1 Bath,530 sq.ft,,,,,North,
1B-24,The Keeley Condos,Suite,,1.5 Bed,1 Bath,536 sq.ft,,,,,North,
1B-02,The Keeley Condos,Suite,,1.5 Bed,1 Bath,541 sq.ft,,,,,South,
1B-46,The Keeley Condos,Suite,,1.5 Bed,1 Bath,553 sq.ft,,,,,North,
1B-09,The Keeley Condos,Suite,,1 Bed,1 Bath,556 sq.ft,,,,,North,
1B-32,The Keeley Condos,Suite,,1 Bed,1 Bath,556 sq.ft,,,,,North,
1B-44,The Keeley Condos,Suite,,1 Bed,1 Bath,556 sq.ft,,,,,North,
1B-57B,The Keeley Condos,Suite,,1.5 Bed,1 Bath,561 sq.ft,,,,,South,
1B-58B,The Keeley Condos,Suite,,1.5 Bed,1 Bath,561 sq.ft,,,,,South,
1B-49,The Keeley Condos,Suite,,1.5 Bed,1 Bath,561 sq.ft,,,,,South,
1B-15,The Keeley Condos,Suite,,1.5 Bed,1 Bath,565 sq.ft,,,,,East,
1B-73-BF,The Keeley Condos,Suite,,1.5 Bed,1 Bath,566 sq.ft,,,,,South,
1B-14,The Keeley Condos,Suite,,1.5 Bed,1 Bath,566 sq.ft,,,,,South,
1B-19,The Keeley Condos,Suite,,1.5 Bed,1 Bath,571 sq.ft,,,,,South,
1B-06-BF,The Keeley Condos,Suite,,1.5 Bed,1 Bath,575 sq.ft,,,,,North,
1B-28,The Keeley Condos,Suite,,1 Bed,1 Bath,582 sq.ft,,,,,North,
1B-48,The Keeley Condos,Suite,,1.5 Bed,1 Bath,587 sq.ft,,,,,South,
1B-57,The Keeley Condos,Suite,,1.5 Bed,1 Bath,588 sq.ft,,,,,South,
1B-72,The Keeley Condos,Suite,,1.5 Bed,1 Bath,588 sq.ft,,,,,NorthWest,
1B-58,The Keeley Condos,Suite,,1.5 Bed,1 Bath,588 sq.ft,,,,,South,
1B-38,The Keeley Condos,Suite,,1.5 Bed,1 Bath,608 sq.ft,,,,,West,
2B-47,The Keeley Condos,Suite,,2 Bed,1 Bath,613 sq.ft,,,,,South,
1B-38-B,The Keeley Condos,Suite,,1.5 Bed,1 Bath,617 sq.ft,,,,,West,
1B-17,The Keeley Condos,Suite,,1 Bed,1 Bath,623 sq.ft,,,,,West,
1B-11,The Keeley Condos,Suite,,1 Bed,1.5 Bath,626 sq.ft,,,,,West,
1B-37-BF,The Keeley Condos,Suite,,1.5 Bed,2 Bath,633 sq.ft,,,,,East,
2B-78,The Keeley Condos,Suite,,2 Bed,2 Bath,633 sq.ft,,,,,East,
2B-78,The Keeley Condos,Suite,,2 Bed,2 Bath,633 sq.ft,,,,,East,
1B-49,The Keeley Condos,Suite,,1.5 Bed,2 Bath,633 sq.ft,,,,,East,
2B-78B,The Keeley Condos,Suite,,2 Bed,2 Bath,633 sq.ft,,,,,East,
2B-36,The Keeley Condos,Suite,,2 Bed,2 Bath,634 sq.ft,,,,,South,
2B-52,The Keeley Condos,Suite,,2 Bed,2 Bath,637 sq.ft,,,,,South,
1B-37-BF-B,The Keeley Condos,Suite,,1.5 Bed,2 Bath,639 sq.ft,,,,,East,
2B-44,The Keeley Condos,Suite,,2 Bed,2 Bath,641 sq.ft,,,,,West,
2B-38,The Keeley Condos,Suite,,2 Bed,2 Bath,663 sq.ft,,,,,West,
2B-18-BF,The Keeley Condos,Suite,,2 Bed,2 Bath,663 sq.ft,,,,,East,
2B-53,The Keeley Condos,Suite,,2 Bed,2 Bath,663 sq.ft,,,,,West,
2B-04,The Keeley Condos,Suite,,2 Bed,2 Bath,664 sq.ft,,,,,SouthWest,
2B-41,The Keeley Condos,Suite,,2 Bed,2 Bath,676 sq.ft,,,,,West,
2B-62,The Keeley Condos,Suite,,2 Bed,2 Bath,682 sq.ft,,,,,South,
2B-57,The Keeley Condos,Suite,,2 Bed,1 Bath,689 sq.ft,,,,,North,
2B-36B,The Keeley Condos,Suite,,2 Bed,2 Bath,696 sq.ft,,,,,South,
2B-33,The Keeley Condos,Suite,,2 Bed,1 Bath,697 sq.ft,,,,,South West,
2B-19,The Keeley Condos,Suite,,2 Bed,1 Bath,699 sq.ft,,,,,South East,
2B-01-BF-B,The Keeley Condos,Suite,,2 Bed,2 Bath,730 sq.ft,,,,,East,
2B-08,The Keeley Condos,Suite,,2 Bed,2 Bath,732 sq.ft,,,,,SouthWest,
2B-22,The Keeley Condos,Suite,,2 Bed,2 Bath,734 sq.ft,,,,,SouthWest,
2B-54-BF,The Keeley Condos,Suite,,2 Bed,2 Bath,737 sq.ft,,,,,South,
2B-01-BF,The Keeley Condos,Suite,,2 Bed,2 Bath,740 sq.ft,,,,,East,
2B-01-BF,The Keeley Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,East,
2B-29,The Keeley Condos,Suite,,2 Bed,2 Bath,746 sq.ft,,,,,West,
2B-03-BF,The Keeley Condos,Suite,,2 Bed,2 Bath,751 sq.ft,,,,,South,
2B-65,The Keeley Condos,Suite,,2 Bed,2 Bath,772 sq.ft,,,,,North,
2B-26,The Keeley Condos,Suite,,2 Bed,2 Bath,797 sq.ft,,,,,East,
2B-39,The Keeley Condos,Suite,,2 Bed,2 Bath,799 sq.ft,,,,,West,
2B-21,The Keeley Condos,Suite,,2 Bed,1 Bath,811 sq.ft,,,,,North West,
2B-68,The Keeley Condos,Suite,,2 Bed,2 Bath,815 sq.ft,,,,,North West,
2B-20-BF,The Keeley Condos,Suite,,2.5 Bed,2 Bath,828 sq.ft,,,,,South,
2B-20-BF,The Keeley Condos,Suite,,2.5 Bed,2 Bath,828 sq.ft,,,,,South,
2B-20-BF,The Keeley Condos,Suite,,2.5 Bed,2 Bath,828 sq.ft,,,,,South,
2B-11,The Keeley Condos,Suite,,2 Bed,2 Bath,829 sq.ft,,,,,South East,
2B-11,The Keeley Condos,Suite,,2 Bed,2 Bath,829 sq.ft,,,,,South,
2B-12,The Keeley Condos,Suite,,2 Bed,2 Bath,834 sq.ft,,,,,South West,
2B-43,The Keeley Condos,Suite,,2 Bed,2 Bath,835 sq.ft,,,,,North East,
2B-16,The Keeley Condos,Suite,,2 Bed,2 Bath,866 sq.ft,,,,,South East,
2B-20-bf,The Keeley Condos,Suite,,2.5 Bed,2 Bath,871 sq.ft,,,,,South,
2B-07,The Keeley Condos,Suite,,2.5 Bed,2 Bath,882 sq.ft,,,,,South West,
2B-41,The Keeley Condos,Suite,,2 Bed,2 Bath,887 sq.ft,,,,,North West,
2B-56,The Keeley Condos,Suite,,2 Bed,2 Bath,918 sq.ft,,,,,East,
2B-50,The Keeley Condos,Suite,,2 Bed,2 Bath,919 sq.ft,,,,,North West,
2B-46,The Keeley Condos,Suite,,2.5 Bed,2 Bath,924 sq.ft,,,,,North,
3B-17,The Keeley Condos,Suite,,3 Bed,2 Bath,943 sq.ft,,,,,North East,
2B-37,The Keeley Condos,Suite,,2 Bed,2 Bath,947 sq.ft,,,,,North West,
3B-02,The Keeley Condos,Suite,,3 Bed,2 Bath,952 sq.ft,,,,,South West,
2B-42,The Keeley Condos,Suite,,2.5 Bed,2 Bath,954 sq.ft,,,,,East,
3B-02,The Keeley Condos,Suite,,3 Bed,2 Bath,955 sq.ft,,,,,SouthWest,
3B-13,The Keeley Condos,Suite,,3 Bed,2 Bath,964 sq.ft,,,,,South West,
2B-14,The Keeley Condos,Suite,,2.5 Bed,2 Bath,971 sq.ft,,,,,South West,
2B-31,The Keeley Condos,Suite,,2.5 Bed,2 Bath,997 sq.ft,,,,,North,
2B-72,The Keeley Condos,Suite,,2.5 Bed,2 Bath,1014 sq.ft,,,,,South,
3B-04,The Keeley Condos,Suite,,3 Bed,2 Bath,1035 sq.ft,,,,,North East,
2B-38,The Keeley Condos,Suite,,2 Bed,2 Bath,1038 sq.ft,,,,,North West,
2B-59,The Keeley Condos,Suite,,2.5 Bed,2 Bath,1046 sq.ft,,,,,South West,
3B-16,The Keeley Condos,Suite,,3 Bed,2 Bath,1050 sq.ft,,,,,South East,
2B-49,The Keeley Condos,Suite,,2.5 Bed,2 Bath,1051 sq.ft,,,,,North East,
TH-12 (Townhome),The Keeley Condos,Suite,,2 Bed,2 Bath,1056 sq.ft,,,,,North East,
TH-14 (Townhome),The Keeley Condos,Suite,,2 Bed,2.5 Bath,1093 sq.ft,,,,,North West,
3B-01-BF,The Keeley Condos,Suite,,3 Bed,2 Bath,1104 sq.ft,,,,,South East,
3B-01-BF,The Keeley Condos,Suite,,3 Bed,2 Bath,1104 sq.ft,,,,,SouthEast,
